Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",FB,CB,CM,AM,W,CF,GK,Rating
N. Allen,Inter Miami,Fort Lauderdale,FB,17.0,133750.0,2024-12-31,27,2659,0,0.38,2,2.12,14.69,53.23,United States,United States,,175,0,no,8.63,7.34,66.36,1.9,30.36,0.0,0.0,0.1,3.76,4.6,0.85,2,0.07,0,0.0,1.49,0.0,0,0.0,0.01,0,0.0,11,0.37,18.18,0.0,0.07,2.54,18.67,2.5,18.92,0.03,0.0,0.27,1.42,57.14,3.79,47.32,0.68,1.93,1.18,26.23,2.37,0.88,35.13,79.19,11.64,67.73,6.8,95.02,11.85,82.57,29.28,88.21,3.38,45.0,20.32,35.66,0.07,0.78,0.07,0.07,0.2,66.67,0.27,4.57,68.15,1.96,31.03,0.14,75.0,0.24,0.47,7.65,73.89,0,,0,,0,0.0,0.0,0.0,,,0.17,,,0.17,0.07,0.0,1.62,0,0.0,FB,,,,,,,6.69
E. Hardin,Inter Miami II,Fort Lauderdale,CB,19.0,133750.0,,22,1897,1,1.66,1,0.49,10.72,53.1,United States,United States,,0,0,yes,8.21,5.6,61.02,2.32,48.98,0.19,0.24,0.43,4.6,5.74,0.81,2,0.09,0,0.0,0.38,0.05,1,0.05,0.08,1,0.05,9,0.43,22.22,11.111,0.05,0.09,100.0,0.05,100.0,0.05,100.0,0.0,0.33,28.57,0.95,30.0,0.52,0.62,0.19,41.99,0.57,0.28,55.75,88.94,18.98,74.25,2.89,96.72,30.84,97.54,51.48,92.9,4.18,39.77,21.85,33.98,0.02,0.09,0.0,0.05,0.24,40.0,0.14,4.03,56.47,0.19,25.0,0.38,0.0,0.05,0.09,7.5,58.23,0,,0,,0,0.0,0.0,0.0,,,2.09,,,0.0,0.0,0.0,0.0,0,0.0,,CB,,,,,,6.7
M. Mendez,Inter Miami,Fort Lauderdale,CB,24.0,133750.0,,18,1741,2,1.4,0,0.0,16.59,60.12,Cuba,Cuba,,0,0,no,11.53,8.58,66.27,3.31,45.31,0.36,0.44,0.52,5.48,6.68,0.93,4,0.21,0,0.0,0.36,0.1,2,0.1,0.07,2,0.1,11,0.57,36.36,18.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,42.86,2.27,56.82,0.67,0.26,0.0,37.06,0.26,0.83,52.57,89.18,19.59,78.89,3.26,92.06,25.9,97.01,47.87,93.74,4.7,42.86,22.81,42.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.86,69.15,0.21,25.0,0.16,0.0,0.0,0.0,9.36,67.96,0,,0,,0,0.0,0.0,0.0,,,2.58,,,0.0,0.0,0.0,0.0,0,0.0,,CB,,,,,,6.89
J. Trimmingham,Forward Madison,Forward Madison,CF,25.0,133750.0,,11,553,4,3.25,0,0.18,30.11,31.35,Trinidad and Tobago,Trinidad and Tobago,,188,0,no,3.42,2.77,52.94,9.28,42.11,0.16,0.23,0.49,1.79,2.48,1.95,2,0.33,0,0.0,2.93,0.65,4,0.65,0.53,0,0.0,19,3.09,36.84,21.053,0.0,1.46,22.22,0.49,0.0,0.98,33.33,0.49,3.74,39.13,13.51,24.1,5.37,0.81,0.49,9.6,2.77,0.33,15.3,74.47,2.77,70.59,3.42,85.71,5.86,66.67,12.86,82.28,0.98,50.0,16.78,18.1,0.03,0.65,0.0,0.16,0.0,0.0,0.16,1.79,54.55,1.3,50.0,0.16,0.0,0.49,0.49,1.46,77.78,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,,,,,,CF,,6.91
D. Gebhard,Forward Madison,Forward Madison,"FB,W",26.0,133750.0,,27,2397,5,5.42,1,2.04,23.99,43.35,United States,United States,right,183,68,no,6.91,6.2,54.55,2.14,29.82,0.11,0.14,0.04,3.42,4.22,0.75,6,0.23,0,0.0,4.47,0.19,5,0.19,0.2,1,0.04,40,1.5,37.5,12.5,0.04,2.18,22.41,0.15,0.0,2.03,24.07,0.41,6.23,52.41,13.18,42.17,3.12,3.19,2.14,23.17,2.52,2.48,30.64,81.62,7.43,70.2,10.21,96.69,6.57,74.86,27.41,88.22,1.09,31.03,16.29,17.7,0.08,0.83,0.0,0.0,0.45,33.33,0.45,2.25,80.0,1.95,44.23,0.53,28.57,0.71,0.45,4.02,69.16,0,,0,,0,0.0,0.0,0.0,,,0.04,,,0.0,0.0,0.0,0.04,0,0.0,FB,,,,W,,,6.84
P. Breno,Forward Madison,Forward Madison,GK,26.0,133750.0,,27,2617,0,0.0,0,0.0,0.72,85.71,United States,United States,right,193,100,no,1.62,0.07,0.0,0.41,100.0,0.03,0.04,0.0,1.58,1.95,0.0,2,0.07,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.07,10.15,0.21,0.03,18.06,90.67,9.59,86.38,0.0,0.0,7.5,95.87,13.0,97.88,4.99,73.1,27.23,41.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,46.15,0.0,0.0,0.0,0.0,0.0,0.0,3.54,76.7,34,1.17,111,3.82,4,69.37,31.59,1.09,-2.41,-0.083,0.0,1.38,0.41,,,,0.0,0,0.0,,,,,,,GK,6.79
M. Vang,Columbus Crew II,Forward Madison,"CM,AM,CF",21.0,133750.0,,11,383,0,0.46,0,0.46,18.33,43.59,United States,United States,right,173,0,no,5.64,6.58,50.0,1.17,40.0,0.47,0.61,0.23,1.88,2.45,1.41,0,0.0,0,0.0,1.64,0.0,0,0.0,0.11,0,0.0,9,2.11,22.22,0.0,0.0,0.47,0.0,0.23,0.0,0.23,0.0,0.0,2.35,40.0,7.52,40.63,1.64,0.94,0.94,28.2,0.7,2.35,34.07,81.38,8.69,64.86,5.87,100.0,12.45,86.79,31.49,85.82,2.11,33.33,17.09,15.87,0.11,0.7,0.0,0.0,1.64,14.29,0.7,5.87,64.0,1.64,28.57,2.11,11.11,0.23,0.0,3.52,73.33,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.23,0.23,0.0,0.0,0,0.0,,,CM,AM,,CF,,6.62
L. Eckenrode,Tormenta,Tormenta,CB,26.0,107000.0,2021-11-30,15,1415,1,1.34,0,0.0,10.6,55.13,United States,United States,right,191,88,no,6.25,2.99,63.64,3.94,44.83,0.34,0.43,0.82,4.01,5.1,1.09,5,0.32,0,0.0,0.48,0.06,1,0.07,0.09,1,0.07,7,0.48,71.43,14.286,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.27,50.0,1.22,72.22,0.68,0.88,0.2,32.6,0.2,1.29,44.35,90.35,17.66,81.15,1.83,96.3,20.65,97.37,40.89,94.19,3.4,46.0,20.89,41.3,0.0,0.0,0.0,0.0,0.07,0.0,0.0,5.03,68.92,0.34,20.0,0.41,66.67,0.0,0.0,6.25,72.83,0,,0,,0,0.0,0.0,0.0,,,1.29,,,0.0,0.0,0.0,0.0,0,0.0,,CB,,,,,,6.89
D. Texeira,Chattanooga Red Wolves,Chattanooga Red Wolves,"AM,CF",30.0,107000.0,,3,178,0,0.51,0,0.0,23.26,28.26,Uruguay,Uruguay,right,182,80,no,2.02,2.02,25.0,8.09,37.5,0.51,0.88,0.0,1.01,1.76,1.52,0,0.0,0,0.0,1.01,0.0,0,0.0,0.26,0,0.0,4,2.02,25.0,0.0,0.0,0.51,0.0,0.0,0.0,0.51,0.0,0.0,1.52,33.33,7.58,20.0,6.07,0.51,1.01,11.12,2.53,2.53,14.66,79.31,2.53,60.0,6.57,84.62,3.03,83.33,13.65,85.19,0.51,0.0,12.59,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,,,,AM,,CF,,6.5
D. Ulysse,Richmond Kickers,Richmond Kickers,FB,22.0,107000.0,2021-11-30,2,51,0,0.0,0,0.0,37.06,57.14,Haiti,Haiti,right,173,60,no,28.24,21.18,91.67,3.53,0.0,1.76,2.5,0.0,7.06,10.0,0.0,0,0.0,0,0.0,1.76,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,1.76,0.0,0.0,5.29,33.33,5.29,33.33,0.0,0.0,0.0,7.06,0.0,0.0,15.88,88.89,8.82,100.0,1.76,100.0,5.29,66.67,14.12,100.0,0.0,0.0,19.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,100.0,1.76,0.0,0.0,0.0,1.76,0.0,5.29,100.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,FB,,,,,,,6.7
T. Uzo,Tucson,Tucson,CF,27.0,107000.0,2021-11-30,12,864,2,4.09,0,0.72,33.92,36.96,Nigeria,"Nigeria, United States",right,193,95,no,3.58,3.47,45.16,10.19,46.15,0.67,0.91,0.34,1.34,1.83,2.46,2,0.21,0,0.0,1.9,0.21,2,0.22,0.46,2,0.22,24,2.69,33.33,8.333,0.0,0.34,33.33,0.11,100.0,0.22,0.0,0.0,1.68,53.33,12.76,26.32,4.25,0.34,0.11,9.29,1.79,1.9,16.9,72.85,2.69,45.83,6.38,87.72,3.81,64.71,16.12,73.61,0.45,75.0,13.14,7.5,0.08,1.01,0.0,0.0,0.22,0.0,0.56,0.56,60.0,0.67,33.33,0.11,0.0,0.67,0.0,1.01,55.56,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,,,,,,CF,,6.98
J. Pena,Tucson,Tucson,CM,21.0,107000.0,2021-11-30,14,1064,0,0.0,0,0.06,12.94,49.67,United States,United States,left,170,67,no,5.33,5.92,51.43,1.69,45.0,0.25,0.31,0.08,2.03,2.51,1.35,1,0.08,0,0.0,0.68,0.0,0,0.0,0.0,0,0.0,1,0.08,0.0,0.0,0.0,0.17,100.0,0.17,100.0,0.0,0.0,0.0,0.93,54.55,3.13,48.65,0.0,0.17,0.08,27.58,0.08,0.68,38.91,91.52,8.97,78.3,5.84,97.1,20.05,95.78,35.7,94.55,3.05,55.56,20.55,43.68,0.01,0.08,0.08,0.0,0.0,0.0,0.08,5.08,75.0,0.42,40.0,0.25,33.33,0.0,0.17,4.4,69.23,0,,0,,0,0.0,0.0,0.0,,,0.34,,,0.0,0.0,0.0,0.0,0,0.0,,,CM,,,,,6.54
B. Knighton,New England,New England II,GK,36.0,107000.0,2021-11-30,2,197,0,0.0,0,0.0,1.83,50.0,United States,United States,right,187,82,no,3.2,0.46,0.0,0.91,100.0,0.0,0.0,0.0,3.2,4.38,0.46,1,0.46,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48,0.0,0.0,16.45,86.11,8.68,73.68,0.0,0.0,7.31,100.0,12.34,100.0,4.11,44.44,31.78,55.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,42.86,0.46,0.0,0.91,0.0,0.0,0.0,2.28,80.0,7,3.2,19,8.68,0,63.16,6.83,3.12,-0.17,-0.078,0.0,0.91,0.91,,,,0.0,0,0.0,,,,,,,GK,6.7
A. Obinwa,Tormenta,Tormenta,CM,24.0,107000.0,2021-11-30,24,1671,0,0.19,1,0.48,16.28,48.64,United States,United States,right,185,77,no,7.75,6.04,57.8,1.5,48.15,0.61,0.77,0.22,3.66,4.59,1.83,2,0.11,0,0.0,1.27,0.0,0,0.0,0.01,0,0.0,9,0.5,0.0,0.0,0.06,0.22,25.0,0.0,0.0,0.22,25.0,0.0,1.44,73.08,5.82,40.0,0.11,0.17,0.28,27.08,0.22,1.33,38.16,87.08,9.64,68.97,7.09,96.88,16.23,93.17,35.34,90.13,2.6,51.06,18.09,32.64,0.03,0.33,0.06,0.11,0.39,42.86,0.17,5.43,67.35,1.27,30.43,0.89,25.0,0.28,0.06,4.38,67.09,0,,0,,0,0.0,0.0,0.0,,,0.83,,,0.0,0.0,0.0,0.0,0,0.0,,,CM,,,,,6.58
L. Zamudio,Fort Lauderdale,Fort Lauderdale,GK,23.0,107000.0,2021-11-30,9,907,0,0.0,0,0.0,0.6,100.0,United States,"United States, Mexico",right,189,75,no,1.98,0.1,100.0,0.5,100.0,0.0,0.0,0.0,1.89,2.39,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.48,0.0,0.1,22.92,86.58,10.12,75.49,0.0,0.0,12.4,95.2,16.47,97.59,6.45,58.46,28.54,45.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,14.29,0.0,0.0,0.0,0.0,0.0,0.0,4.27,62.79,15,1.49,56,5.56,1,73.21,17.15,1.7,2.15,0.213,0.0,0.99,0.5,,,,0.0,0,0.0,,,,,,,GK,6.83
B. Redzic,Dallas,North Texas,"AM,CF",18.0,107000.0,2022-12-31,2,159,0,0.04,0,0.27,23.77,40.48,United States,United States,right,0,0,no,4.53,3.4,83.33,1.13,0.0,0.0,0.0,0.0,1.7,2.9,0.57,0,0.0,0,0.0,5.66,0.0,0,0.0,0.02,0,0.0,2,1.13,50.0,0.0,0.0,1.7,33.33,1.13,50.0,0.57,0.0,0.57,5.66,50.0,17.55,35.48,1.7,3.96,0.57,17.55,2.26,3.96,29.43,84.62,6.23,72.73,6.79,100.0,9.06,75.0,27.17,89.58,0.57,0.0,16.44,22.71,0.15,1.13,0.57,0.0,2.83,60.0,1.13,1.7,100.0,3.4,66.67,2.26,50.0,2.26,0.57,3.4,100.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.57,0.57,0.0,1.7,0,0.0,,,,AM,,CF,,7.15
C. Brady,Chicago Fire,Forward Madison,GK,17.0,107000.0,2023-12-31,1,102,0,0.0,0,0.0,0.0,0.0,United States,United States,,0,0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.24,0.0,0.0,18.53,100.0,4.41,100.0,0.0,0.0,11.47,100.0,15.88,100.0,2.65,100.0,22.3,43.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,100.0,0,0.0,3,2.65,1,100.0,0.63,0.55,0.63,0.556,0.0,0.88,0.0,,,,0.0,0,0.0,,,,,,,GK,7.7
C. Gomes,Alverca,North Texas,CB,21.0,107000.0,,21,1906,0,0.96,1,0.0,7.83,52.53,Guinea-Bissau,"Guinea-Bissau, Portugal",right,185,79,no,6.34,3.37,58.82,1.98,50.0,0.0,0.0,0.4,4.36,6.04,0.59,3,0.14,0,0.0,0.35,0.0,0,0.0,0.05,0,0.0,8,0.4,0.0,0.0,0.05,0.15,33.33,0.15,33.33,0.0,0.0,0.05,0.45,55.56,0.89,44.44,0.84,1.98,0.1,32.81,0.64,0.2,46.78,90.78,16.45,81.33,2.28,91.3,24.63,96.78,42.37,94.15,4.26,59.3,22.96,39.25,0.0,0.0,0.0,0.0,0.15,33.33,0.05,5.4,69.72,0.64,7.69,0.4,12.5,0.25,0.05,6.79,75.18,0,,0,,0,0.0,0.0,0.0,,,1.59,,,0.0,0.0,0.0,0.0,0,0.0,,CB,,,,,,6.8
R. Ortiz,Chattanooga Red Wolves,Chattanooga Red Wolves,"AM,W",24.0,107000.0,2021-11-30,17,952,1,1.01,2,2.58,20.8,43.64,Mexico,"Mexico, United States",,165,0,no,5.77,5.48,53.45,1.23,15.38,0.57,0.9,0.0,2.27,3.6,1.13,2,0.19,1,0.09,6.33,0.09,1,0.09,0.1,0,0.0,26,2.46,26.92,3.846,0.19,5.2,36.36,2.55,44.44,2.65,28.57,0.95,6.62,54.29,11.82,44.0,2.17,2.17,0.85,18.15,2.08,2.08,25.53,65.93,6.9,56.16,4.16,97.73,9.93,60.95,17.87,76.72,2.55,51.85,20.48,40.46,0.24,1.7,0.0,0.0,0.66,28.57,0.57,3.21,50.0,5.58,45.76,0.95,10.0,1.13,1.7,5.86,80.65,0,,0,,0,0.0,0.0,0.0,,,0.09,,,0.85,0.28,66.67,1.7,0,0.0,,,,AM,W,,,6.77
L. Rodríguez,,Tormenta,CB,26.0,107000.0,,6,429,0,0.0,0,0.0,6.5,64.52,Colombia,Colombia,right,180,70,no,7.76,2.94,57.14,1.68,75.0,0.42,0.48,0.63,5.66,6.48,0.63,0,0.0,0,0.0,0.42,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,100.0,0.63,66.67,0.0,0.21,0.0,33.78,0.21,0.63,43.85,95.69,15.52,90.54,2.31,100.0,21.19,98.02,40.7,98.45,3.15,60.0,20.31,26.65,0.0,0.0,0.0,0.0,0.0,0.0,0.21,2.94,64.29,0.21,100.0,0.42,50.0,0.21,0.0,6.08,82.76,0,,0,,0,0.0,0.0,0.0,,,2.1,,,0.0,0.0,0.0,0.0,0,0.0,,CB,,,,,,6.63
D. Navarro,Chattanooga Red Wolves,Chattanooga Red Wolves,CB,30.0,107000.0,,24,2340,0,0.8,1,0.46,12.46,55.56,United States,"United States, Brazil",right,185,82,no,7.54,5.58,64.14,3.04,50.63,0.23,0.34,0.38,3.73,5.57,1.73,7,0.27,0,0.0,0.31,0.0,0,0.0,0.03,0,0.0,7,0.27,14.29,0.0,0.04,0.15,25.0,0.04,0.0,0.12,33.33,0.0,0.5,46.15,1.23,46.88,0.65,1.42,0.5,35.46,0.38,0.35,51.23,89.04,21.77,81.8,2.42,98.41,22.46,95.38,44.69,93.98,6.38,56.02,22.07,39.96,0.02,0.04,0.04,0.04,0.0,0.0,0.04,6.04,67.52,0.35,33.33,0.12,0.0,0.08,0.04,9.38,77.46,0,,0,,0,0.0,0.0,0.0,,,1.96,,,0.0,0.0,0.0,0.0,0,0.0,,CB,,,,,,6.81
L. Mayr-Fälten,Tormenta,Tormenta,FB,25.0,107000.0,,27,2425,5,3.93,6,4.83,15.55,44.55,Austria,"Austria, Sweden",right,176,70,no,7.73,6.31,53.66,3.12,40.74,0.46,0.56,0.08,3.89,4.73,0.65,1,0.04,0,0.0,3.12,0.19,5,0.19,0.15,0,0.0,62,2.39,33.87,8.065,0.23,3.73,26.8,0.19,20.0,3.5,27.47,0.38,2.73,39.44,4.0,36.54,2.0,1.08,0.31,28.24,3.58,0.19,36.63,70.27,8.62,56.25,8.08,90.48,14.74,67.62,28.86,78.13,4.46,54.31,21.56,44.79,0.19,1.58,0.12,0.04,0.77,30.0,0.69,5.23,59.56,4.08,32.08,1.15,30.0,0.73,0.85,7.73,73.63,0,,0,,0,0.0,0.0,0.0,,,0.38,,,2.12,0.85,22.73,3.0,0,0.0,FB,,,,,,,7.2
P. Rothrock,Toronto II,Toronto II,"AM,W,CF",22.0,107000.0,,12,699,4,2.31,1,0.42,26.52,33.5,United States,United States,,175,74,no,4.64,6.95,44.44,3.48,22.22,0.0,0.0,0.0,1.55,1.88,2.45,0,0.0,0,0.0,3.86,0.52,4,0.52,0.3,2,0.26,15,1.93,60.0,26.667,0.13,2.7,23.81,0.64,40.0,2.06,18.75,0.39,3.99,41.94,11.46,34.83,3.73,1.8,1.03,13.13,0.77,2.45,19.96,74.19,3.73,68.97,5.41,88.1,7.08,61.82,17.0,81.82,0.26,100.0,15.03,8.22,0.05,0.64,0.13,0.0,0.64,60.0,0.26,1.42,63.64,2.7,33.33,0.64,60.0,0.39,0.77,2.32,66.67,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.13,0,0.0,,,,AM,W,CF,,6.86
S. Yeates,Toronto II,Toronto II,"CM,CF",21.0,107000.0,,21,1413,0,1.05,1,0.52,16.16,48.13,Canada,Canada,right,168,71,no,6.77,6.77,54.46,1.48,36.36,0.4,0.53,0.0,2.68,3.56,1.41,3,0.19,0,0.0,1.94,0.0,0,0.0,0.07,0,0.0,17,1.14,17.65,0.0,0.07,0.8,16.67,0.47,28.57,0.34,0.0,0.07,2.48,56.76,6.04,45.56,1.34,1.21,1.41,35.95,0.6,1.54,46.27,87.83,11.87,79.1,8.32,95.16,19.92,90.91,42.85,92.02,2.68,40.0,19.42,29.97,0.03,0.74,0.13,0.0,0.47,42.86,0.27,7.51,82.14,1.61,54.17,0.74,27.27,0.6,0.13,5.77,76.74,0,,0,,0,0.0,0.0,0.0,,,0.2,,,0.34,0.13,50.0,0.0,0,0.0,,,CM,,,CF,,6.72
Alisson,North Texas,North Texas,"CB,CM",22.0,107000.0,,12,796,0,0.47,0,0.04,16.96,53.33,Brazil,Brazil,,0,0,no,9.5,5.88,57.69,4.41,56.41,0.11,0.16,0.34,5.99,8.55,2.37,3,0.34,0,0.0,0.34,0.0,0,0.0,0.05,0,0.0,7,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,60.0,3.28,41.38,0.9,1.24,0.0,32.0,0.45,0.57,48.28,82.67,19.79,71.43,3.17,85.71,22.05,92.31,39.35,89.94,8.93,50.63,22.06,38.51,0.0,0.23,0.0,0.0,0.11,0.0,0.11,8.93,54.43,0.9,25.0,1.02,33.33,0.23,0.0,9.27,70.73,0,,0,,0,0.0,0.0,0.0,,,0.68,,,0.0,0.0,0.0,0.0,0,0.0,,CB,CM,,,,,6.61
K. Piedrahita,Union Omaha,Union Omaha,GK,30.0,107000.0,,4,383,0,0.0,0,0.0,0.23,100.0,United States,United States,right,185,77,no,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,2.7,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,100.0,0.0,0.0,0.0,9.4,0.23,0.0,15.04,87.5,8.46,77.78,0.0,0.0,6.11,100.0,10.1,100.0,4.93,61.9,31.73,50.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,66.67,0.0,0.0,0.0,0.0,0.0,0.0,4.23,66.67,4,0.94,13,3.05,0,69.23,4.13,0.97,0.13,0.031,0.0,0.23,0.0,,,,0.0,0,0.0,,,,,,,GK,6.5
D. Smart,Greenville Triumph,Greenville Triumph,"W,CF",34.0,107000.0,,22,1278,2,1.9,2,2.0,15.14,36.74,Jamaica,Jamaica,,170,77,no,3.73,3.94,44.64,1.83,15.38,0.28,0.35,0.0,1.69,2.09,0.92,3,0.21,0,0.0,2.46,0.14,2,0.14,0.13,0,0.0,18,1.27,27.78,11.111,0.14,2.82,25.0,0.85,25.0,1.97,25.0,0.63,2.18,51.61,6.62,39.36,2.32,0.99,0.85,20.85,2.04,1.69,28.03,77.64,5.99,62.35,6.97,96.97,11.06,73.25,21.55,87.25,3.73,60.38,19.7,27.88,0.14,1.83,0.14,0.0,0.7,40.0,0.42,3.94,60.71,3.73,39.62,0.92,30.77,1.06,0.77,4.79,80.88,0,,0,,0,0.0,0.0,0.0,,,0.14,,,0.07,0.0,0.0,2.32,0,0.0,,,,,W,CF,,6.86
M. Hamilton,,North Carolina FC,"FB,W",22.0,107000.0,,10,412,0,0.0,0,0.18,19.88,48.35,Canada,"Canada, Jamaica",,167,63,no,9.83,10.92,62.0,1.75,37.5,0.0,0.0,0.0,3.06,3.96,1.31,2,0.44,0,0.0,1.75,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.87,75.0,0.0,0.0,0.87,75.0,0.0,1.75,62.5,5.46,32.0,0.22,1.53,1.31,29.27,1.31,0.87,40.63,86.02,13.11,78.33,6.77,93.55,14.64,86.57,37.57,88.37,2.18,50.0,16.43,17.98,0.04,0.66,0.0,0.0,0.22,0.0,0.44,3.06,78.57,1.75,50.0,0.44,50.0,0.44,0.44,7.21,60.61,0,,0,,0,0.0,0.0,0.0,,,0.66,,,0.0,0.0,0.0,0.0,0,0.0,FB,,,,W,,,6.29
A. Booth,Greenville Triumph,Greenville Triumph,"CM,AM,W",24.0,107000.0,,29,2166,2,4.28,3,2.36,18.49,47.19,United States,United States,,186,77,no,6.73,6.61,59.12,3.28,46.84,0.08,0.1,0.12,2.74,3.29,1.7,9,0.37,0,0.0,1.87,0.08,2,0.08,0.18,0,0.0,42,1.75,26.19,4.762,0.12,1.41,26.47,0.33,50.0,1.0,16.67,0.29,1.45,60.0,4.86,37.61,1.95,1.16,0.66,21.94,1.45,0.87,32.12,79.04,8.89,63.08,6.65,96.25,11.97,81.6,27.09,84.51,3.82,56.52,19.38,35.07,0.1,0.87,0.0,0.08,0.29,57.14,0.5,4.99,63.33,1.79,37.21,0.66,43.75,0.62,0.33,4.61,75.68,0,,0,,0,0.0,0.0,0.0,,,0.37,,,0.0,0.0,0.0,0.08,0,0.0,,,CM,AM,W,,,6.87
